Sample	Day	IVC	Embryo	Batch	Day_Emb	Lineage	Sex
Tri_hv_D10_IVC5_E3_B2_82	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_83	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_85	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_86	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_87	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_88	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_89	D10	IVC5	E3	B2	D10_E3	PE	Female
Tri_hv_D10_IVC5_E3_B2_91	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_92	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_93	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_94	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_95	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D10_IVC5_E3_B2_96	D10	IVC5	E3	B2	D10_E3	TE	Female
Tri_hv_D12_IVC7_E1_B1_1	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_2	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_3	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_4	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_5	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_6	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_7	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_8	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_9	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_12	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_13	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_14	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_16	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_17	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_18	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_21	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_22	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_24	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_25	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_26	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_27	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_28	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_29	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_30	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_31	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_32	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_33	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_34	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_35	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_36	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_38	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_39	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_40	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_42	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_43	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_44	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_47	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_48	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_49	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_50	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_51	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_52	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_54	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_55	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_56	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_57	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_58	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_59	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_60	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_61	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_62	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_63	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_64	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_65	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_66	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_67	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_68	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_69	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_70	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_71	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_72	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_74	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_75	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_76	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_77	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_79	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_80	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_81	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_82	D12	IVC7	E1	B1	D12_E1	PE	Female
Tri_hv_D12_IVC7_E1_B1_83	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_85	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_86	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_87	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_88	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_89	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_90	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_91	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B1_92	D12	IVC7	E1	B1	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_1	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_2	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_3	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_6	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_7	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_8	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_9	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_10	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_11	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_12	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_13	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_14	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_15	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_16	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_17	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_18	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_20	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_24	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_26	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_27	D12	IVC7	E1	B2	D12_E1	PE	Female
Tri_hv_D12_IVC7_E1_B2_28	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_37	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_38	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_39	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_40	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_41	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_42	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_46	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_48	D12	IVC7	E1	B2	D12_E1	PE	Female
Tri_hv_D12_IVC7_E1_B2_50	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_54	D12	IVC7	E1	B2	D12_E1	PE	Female
Tri_hv_D12_IVC7_E1_B2_56	D12	IVC7	E1	B2	D12_E1	PE	Female
Tri_hv_D12_IVC7_E1_B2_60	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_63	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_65	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_66	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_68	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_69	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_70	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_76	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_80	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_82	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_84	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E1_B2_91	D12	IVC7	E1	B2	D12_E1	TE	Female
Tri_hv_D12_IVC7_E2_B1_1	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_2	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_4	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_8	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_9	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_10	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_12	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_13	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_14	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_16	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_17	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_18	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_21	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_22	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_24	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_27	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_28	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_29	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_30	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_31	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_32	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_35	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_38	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_40	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_41	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_42	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_43	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_49	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_56	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_72	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_76	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_77	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_81	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_83	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_85	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_86	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_87	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_89	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_90	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_91	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_93	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_94	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B1_96	D12	IVC7	E2	B1	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_21	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_22	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_26	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_31	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_36	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_42	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_43	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_49	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_52	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_56	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_57	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_60	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_62	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_63	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_64	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_71	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_72	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_73	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_74	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_77	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_78	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_80	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_81	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_83	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_85	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_89	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_90	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_92	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_94	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_95	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D12_IVC7_E2_B2_96	D12	IVC7	E2	B2	D12_E2	TE	Male
Tri_hv_D6_IVC1_E1_B1_4	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_7	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_9	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_12	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_13	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_14	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_21	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_26	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_30	D6	IVC1	E1	B1	D6_E1	PE	Male
Tri_hv_D6_IVC1_E1_B1_41	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_58	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_60	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_67	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_68	D6	IVC1	E1	B1	D6_E1	Epi	Male
Tri_hv_D6_IVC1_E1_B1_70	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_72	D6	IVC1	E1	B1	D6_E1	Epi	Male
Tri_hv_D6_IVC1_E1_B1_73	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_74	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_80	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_81	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_86	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_87	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_89	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_92	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B1_93	D6	IVC1	E1	B1	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_2	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_3	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_6	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_10	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_15	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_16	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_18	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_19	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_20	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_21	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_25	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_28	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_32	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_35	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_36	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_37	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_38	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_41	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_43	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_44	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_45	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_49	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_50	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_55	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_57	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_58	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_60	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_61	D6	IVC1	E1	B2	D6_E1	PE	Male
Tri_hv_D6_IVC1_E1_B2_62	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_63	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_65	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_66	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_73	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_74	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_75	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_76	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_77	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E1_B2_79	D6	IVC1	E1	B2	D6_E1	TE	Male
Tri_hv_D6_IVC1_E3_B2_81	D6	IVC1	E3	B2	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B2_82	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_83	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_84	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_85	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_86	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_87	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_88	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_89	D6	IVC1	E3	B2	D6_E3	TE	Male
Tri_hv_D6_IVC1_E3_B2_90	D6	IVC1	E3	B2	D6_E3	Epi	Male
Tri_hv_D6_IVC1_E3_B2_91	D6	IVC1	E3	B2	D6_E3	PE	Male
Tri_hv_D6_IVC1_E3_B2_92	D6	IVC1	E3	B2	D6_E3	PE	Male
